customer_id,due_date,paid_date,amount_due,amount_paid,region,risk_score,product_type
C07617,2025-02-28,2025-03-04,411,408,East,0.12,Loan C
C07618,2025-01-04,2025-01-09,632,592,South,0.78,Loan A
C07619,2025-03-14,2025-03-14,897,851,West,0.14,Loan A
C07620,2024-11-27,2024-11-29,977,971,North,0.73,Loan A
C07621,2025-01-07,2025-01-09,103,81,North,0.27,Loan B
C07622,2025-02-03,2025-02-04,215,177,East,0.37,Loan B
C07623,2025-03-20,2025-03-20,405,402,North,0.53,Credit Line
C07624,2025-02-04,2025-02-05,668,624,East,0.15,Loan A
C07625,2025-01-20,2025-01-23,703,657,South,0.94,Loan A
C07626,2024-11-22,2024-11-23,641,635,North,0.17,Loan B
C07627,2024-12-29,2024-12-31,444,435,North,0.39,Loan C
C07628,2025-02-04,2025-02-04,639,639,West,0.5,Loan A
C07629,2025-02-03,2025-02-05,465,453,South,0.81,Credit Line
C07630,2025-01-20,2025-01-24,114,111,North,0.69,Loan A
C07631,2024-12-07,2024-12-08,600,559,East,0.28,Loan C
C07632,2024-12-17,2024-12-19,664,631,North,0.43,Loan A
C07633,2025-02-08,2025-02-10,810,762,North,0.71,Loan B
C07634,2024-12-24,2024-12-25,399,354,East,0.71,Credit Line
C07635,2025-03-18,2025-03-22,329,325,North,0.74,Credit Line
C07636,2025-03-04,2025-03-05,128,122,West,0.83,Loan C
C07637,2025-01-04,2025-01-05,218,204,South,0.5,Loan A
C07638,2025-03-10,2025-03-11,528,513,North,0.87,Loan B
C07639,2024-11-14,2024-11-17,783,737,North,0.81,Loan A
C07640,2025-04-03,2025-04-06,805,776,East,0.71,Loan A
C07641,2025-04-04,2025-04-07,91,63,South,0.26,Loan C
C07642,2025-02-24,2025-02-28,408,378,North,0.11,Credit Line
C07643,2024-11-11,2024-11-13,374,368,West,0.61,Loan A
C07644,2025-03-13,2025-03-16,762,757,West,0.17,Loan C
C07645,2024-12-02,2024-12-02,173,152,North,0.68,Loan A
C07646,2025-01-13,2025-01-15,149,145,North,0.17,Credit Line
C07647,2025-03-20,2025-03-21,117,76,South,0.52,Credit Line
C07648,2025-03-03,2025-03-04,373,329,East,0.73,Loan A
C07649,2024-11-19,2024-11-19,882,842,South,0.37,Loan B
C07650,2024-11-07,2024-11-08,675,661,East,0.83,Loan B
C07651,2024-11-29,2024-12-01,367,355,West,0.42,Loan B
C07652,2025-01-25,2025-01-29,393,389,East,0.88,Loan C
C07653,2025-01-04,2025-01-09,164,143,East,0.43,Loan A
C07654,2025-03-20,2025-03-21,791,758,East,0.44,Credit Line
C07655,2024-12-23,2024-12-25,636,628,South,0.28,Loan B
C07656,2025-03-23,2025-03-25,875,861,North,0.47,Credit Line
C07657,2025-02-02,2025-02-04,328,284,North,0.89,Loan A
C07658,2025-02-15,2025-02-15,60,12,North,0.33,Loan B
C07659,2025-03-03,2025-03-06,907,902,South,0.34,Loan A
C07660,2025-02-28,2025-03-02,677,671,West,0.74,Credit Line
C07661,2025-03-05,2025-03-06,567,562,East,0.88,Loan B
C07662,2024-10-29,2024-11-02,518,506,West,0.92,Credit Line
C07663,2024-11-19,2024-11-19,283,238,West,0.73,Loan C
C07664,2025-01-02,2025-01-06,864,828,South,0.74,Loan A
C07665,2025-02-19,2025-02-23,132,97,East,0.55,Loan C
C07666,2024-10-20,2024-10-21,780,771,East,0.62,Loan C
C07667,2025-03-24,2025-03-25,205,202,South,0.9,Loan A
C07668,2024-11-05,2024-11-06,409,372,West,0.46,Loan C
C07669,2025-03-27,2025-03-31,532,505,South,0.45,Loan C
C07670,2024-11-16,2024-11-16,555,513,East,0.42,Loan A
C07671,2025-01-18,2025-01-20,329,307,East,0.78,Loan B
C07672,2025-04-16,2025-04-18,899,859,South,0.96,Loan A
C07673,2025-02-12,2025-02-14,760,720,East,0.38,Loan B
C07674,2025-01-11,2025-01-15,91,74,West,0.25,Credit Line
C07675,2024-11-05,2024-11-09,549,518,North,0.56,Loan B
C07676,2024-10-31,2024-11-04,288,254,North,0.3,Loan C
C07677,2024-12-09,2024-12-11,317,294,West,0.81,Loan B
C07678,2024-12-01,2024-12-05,666,636,East,0.47,Loan A
C07679,2024-12-30,2025-01-02,175,173,South,0.92,Loan B
C07680,2024-11-03,2024-11-05,806,786,West,0.83,Loan B
C07681,2025-02-14,2025-02-18,956,936,North,0.73,Loan C
C07682,2024-10-26,2024-10-28,487,443,East,0.2,Loan A
C07683,2025-03-08,2025-03-10,99,85,South,0.87,Loan C
C07684,2025-01-01,2025-01-02,206,160,West,0.84,Loan A
C07685,2025-04-17,2025-04-19,647,604,North,0.44,Credit Line
C07686,2025-01-04,2025-01-04,877,871,West,0.79,Credit Line
C07687,2025-02-15,2025-02-17,743,717,South,0.96,Loan A
C07688,2025-02-23,2025-02-24,308,297,East,0.63,Loan C
C07689,2025-01-28,2025-01-29,841,838,South,0.84,Loan C
C07690,2024-12-13,2024-12-16,744,697,West,0.72,Credit Line
C07691,2025-03-06,2025-03-09,270,246,East,0.43,Loan A
C07692,2025-02-12,2025-02-14,807,776,East,0.32,Credit Line
C07693,2024-10-30,2024-11-02,151,141,North,0.8,Loan B
C07694,2025-03-18,2025-03-20,164,132,South,0.36,Loan A
C07695,2025-03-27,2025-03-29,396,359,West,0.89,Loan C
C07696,2024-11-22,2024-11-23,98,61,East,0.31,Loan C
C07697,2025-02-20,2025-02-22,411,409,West,0.2,Loan C
C07698,2025-01-22,2025-01-22,345,340,North,0.48,Loan C
C07699,2025-01-12,2025-01-13,177,145,North,0.53,Credit Line
C07700,2024-10-21,2024-10-23,110,110,West,0.18,Loan C
C07701,2024-11-27,2024-11-28,147,110,South,0.55,Loan C
C07702,2025-04-02,2025-04-03,128,96,South,0.37,Credit Line
C07703,2025-02-23,2025-02-26,259,214,South,0.78,Loan B
C07704,2025-04-17,2025-04-20,636,615,East,0.69,Credit Line
C07705,2025-03-24,2025-03-27,905,898,South,0.59,Credit Line
C07706,2025-01-27,2025-01-29,320,313,North,0.78,Loan B
C07707,2024-12-13,2024-12-17,796,795,East,0.99,Loan A
C07708,2024-11-25,2024-11-27,648,635,East,0.2,Loan A
C07709,2024-10-25,2024-10-27,382,338,South,0.64,Loan C
C07710,2025-03-20,2025-03-21,53,49,East,0.83,Credit Line
C07711,2025-02-12,2025-02-13,532,519,West,0.46,Loan B
C07712,2025-01-26,2025-01-27,300,277,South,0.33,Loan A
C07713,2025-01-27,2025-01-28,730,685,North,0.28,Loan B
C07714,2025-03-03,2025-03-04,185,178,North,0.52,Loan A
C07715,2024-12-02,2024-12-05,302,295,West,0.74,Loan A
C07716,2025-02-15,2025-02-17,271,233,South,0.36,Credit Line
C07717,2024-11-20,2024-11-20,961,922,East,0.77,Loan C
C07718,2025-02-26,2025-02-28,906,882,South,0.74,Loan A
C07719,2024-10-26,2024-10-27,196,189,North,0.16,Loan A
C07720,2024-12-27,2024-12-29,706,670,East,0.72,Loan A
C07721,2024-12-04,2024-12-06,591,580,North,1.0,Loan A
C07722,2025-02-23,2025-02-27,855,845,West,0.68,Loan B
C07723,2024-10-19,2024-10-24,704,661,North,0.78,Loan C
C07724,2024-11-18,2024-11-19,141,141,West,0.18,Loan B
C07725,2024-11-04,2024-11-04,598,580,West,0.5,Loan A
C07726,2024-12-11,2024-12-12,389,372,North,0.7,Loan C
C07727,2025-03-19,2025-03-23,713,712,North,0.58,Credit Line
C07728,2025-01-04,2025-01-06,560,544,North,0.69,Loan B
C07729,2024-12-26,2024-12-27,948,947,South,0.53,Credit Line
C07730,2025-02-26,2025-02-27,563,546,East,0.88,Loan C
C07731,2025-01-03,2025-01-07,953,915,South,0.56,Loan A
C07732,2025-01-05,2025-01-07,605,558,North,0.14,Loan A
C07733,2025-02-09,2025-02-10,831,785,West,0.58,Loan C
C07734,2024-11-26,2024-11-28,610,600,East,0.18,Loan A
C07735,2025-01-27,2025-01-29,510,498,North,0.12,Loan C
C07736,2024-10-21,2024-10-26,955,943,South,0.51,Loan C
C07737,2025-03-11,2025-03-14,65,38,North,0.3,Loan A
C07738,2025-03-04,2025-03-08,842,827,North,0.39,Loan C
C07739,2024-11-01,2024-11-02,972,947,East,0.71,Loan A
C07740,2025-04-15,2025-04-17,386,338,North,0.9,Loan B
C07741,2024-11-05,2024-11-07,399,397,East,0.23,Loan A
C07742,2025-02-02,2025-02-02,645,596,West,0.81,Loan B
C07743,2024-12-13,2024-12-14,626,617,West,0.27,Loan B
C07744,2025-03-09,2025-03-09,287,271,East,0.85,Loan C
C07745,2025-03-29,2025-04-01,396,352,East,0.87,Loan C
C07746,2025-02-04,2025-02-07,238,192,West,0.94,Loan A
C07747,2025-04-14,2025-04-15,521,519,South,0.77,Loan A
C07748,2025-02-09,2025-02-09,347,342,South,0.5,Loan B
C07749,2024-12-25,2024-12-26,927,883,North,0.35,Credit Line
C07750,2024-12-25,2024-12-27,910,861,North,0.78,Loan B
C07751,2025-03-26,2025-03-27,390,372,West,0.75,Credit Line
C07752,2024-12-11,2024-12-11,673,644,West,0.13,Credit Line
C07753,2024-12-01,2024-12-03,663,649,West,0.67,Loan A
C07754,2025-02-13,2025-02-18,783,759,South,0.41,Loan B
C07755,2024-11-25,2024-11-25,964,954,North,0.62,Loan B
C07756,2025-01-15,2025-01-17,817,792,North,0.82,Credit Line
C07757,2025-04-17,2025-04-20,330,309,South,0.59,Loan C
C07758,2025-01-05,2025-01-07,662,630,West,0.71,Loan C
C07759,2025-02-07,2025-02-09,574,525,South,0.1,Loan C
C07760,2024-10-19,2024-10-21,559,545,North,0.61,Credit Line
C07761,2024-12-08,2024-12-10,777,743,East,0.58,Loan A
C07762,2024-11-21,2024-11-24,166,142,North,0.74,Credit Line
C07763,2025-01-06,2025-01-07,607,558,West,0.11,Loan B
C07764,2025-01-25,2025-01-31,548,527,West,0.9,Loan C
C07765,2024-11-08,2024-11-10,845,836,West,0.44,Loan C
C07766,2025-02-04,2025-02-08,649,634,North,0.84,Loan B
C07767,2024-11-02,2024-11-03,828,804,North,0.32,Loan C
C07768,2025-01-24,2025-01-26,620,612,South,0.93,Loan B
C07769,2024-12-15,2024-12-16,542,521,North,0.1,Credit Line
C07770,2024-12-24,2024-12-26,882,869,South,0.99,Loan A
C07771,2024-11-10,2024-11-11,267,232,East,0.86,Loan A
C07772,2025-03-23,2025-03-30,640,639,North,0.36,Loan C
C07773,2025-01-26,2025-01-28,133,112,North,0.89,Credit Line
C07774,2024-12-08,2024-12-08,873,853,East,0.36,Loan B
C07775,2025-04-07,2025-04-08,767,761,West,0.12,Credit Line
C07776,2025-01-31,2025-02-04,570,529,North,0.4,Loan A
C07777,2025-03-25,2025-03-28,223,191,North,0.24,Loan B
C07778,2025-03-22,2025-03-22,71,37,South,0.83,Credit Line
C07779,2025-02-07,2025-02-08,465,440,North,0.74,Loan A
C07780,2024-12-06,2024-12-06,858,809,South,0.82,Loan C
C07781,2025-03-02,2025-03-05,731,726,South,0.54,Credit Line
C07782,2025-01-12,2025-01-15,230,216,South,0.68,Loan C
C07783,2024-12-31,2025-01-02,256,223,South,0.51,Loan B
C07784,2025-02-05,2025-02-05,332,332,North,0.86,Loan A
C07785,2025-01-20,2025-01-22,748,710,West,0.12,Loan B
C07786,2025-03-17,2025-03-20,534,507,East,0.89,Credit Line
C07787,2024-12-05,2024-12-06,574,558,South,0.1,Loan C
C07788,2025-03-15,2025-03-18,271,241,North,0.22,Credit Line
C07789,2024-12-23,2024-12-27,220,203,North,0.89,Credit Line
C07790,2025-03-18,2025-03-22,416,401,South,0.73,Credit Line
C07791,2025-01-16,2025-01-19,60,12,East,0.49,Loan B
C07792,2025-02-28,2025-03-03,955,941,West,0.33,Credit Line
C07793,2025-01-16,2025-01-17,773,733,North,0.77,Credit Line
C07794,2025-04-11,2025-04-13,484,476,East,0.34,Loan B
C07795,2025-02-09,2025-02-10,927,895,West,0.74,Loan A
C07796,2025-04-04,2025-04-06,742,710,West,0.18,Loan A
C07797,2024-10-24,2024-10-28,770,731,North,0.85,Loan C
C07798,2025-01-20,2025-01-20,507,458,West,0.45,Credit Line
C07799,2024-11-10,2024-11-12,68,61,East,0.9,Loan A
C07800,2024-12-08,2024-12-10,536,491,West,0.95,Loan C
C07801,2024-11-01,2024-11-04,101,89,East,0.5,Loan C
C07802,2025-01-01,2025-01-02,622,607,East,0.91,Credit Line
C07803,2025-02-19,2025-02-20,880,869,West,0.38,Credit Line
C07804,2025-03-21,2025-03-25,263,235,East,0.67,Loan A
C07805,2024-11-30,2024-12-05,240,219,South,0.55,Loan C
C07806,2025-02-27,2025-03-01,757,732,East,0.62,Loan A
C07807,2025-03-04,2025-03-05,487,460,West,0.39,Loan B
C07808,2024-12-02,2024-12-04,523,497,South,0.71,Loan C
C07809,2025-03-23,2025-03-26,295,284,West,0.13,Loan A
C07810,2024-12-19,2024-12-21,303,281,South,0.11,Credit Line
C07811,2025-01-07,2025-01-11,787,786,South,0.12,Loan B
C07812,2024-12-26,2024-12-29,483,469,East,0.8,Loan C
C07813,2025-01-27,2025-01-30,284,239,East,0.39,Loan C
C07814,2025-01-31,2025-02-02,136,133,South,0.64,Loan B
C07815,2024-10-20,2024-10-24,121,112,East,0.21,Loan A
C07816,2025-03-04,2025-03-08,945,903,North,0.3,Loan B
C07817,2025-03-29,2025-03-31,760,712,East,0.93,Loan B
C07818,2024-12-09,2024-12-11,83,57,West,0.68,Loan A
C07819,2024-12-06,2024-12-06,106,61,North,0.57,Loan A
C07820,2024-12-13,2024-12-14,850,832,East,0.27,Loan A
C07821,2024-11-06,2024-11-08,173,145,West,0.39,Loan A
C07822,2025-01-04,2025-01-05,664,658,South,0.1,Credit Line
C07823,2025-02-26,2025-03-02,114,70,East,0.81,Loan A
C07824,2025-03-13,2025-03-13,986,951,West,0.25,Loan A
C07825,2025-03-27,2025-03-29,345,306,East,0.86,Loan C
C07826,2024-12-24,2024-12-26,411,408,North,0.79,Loan B
C07827,2024-11-02,2024-11-06,692,670,South,0.5,Loan A
C07828,2025-02-03,2025-02-04,823,810,South,0.88,Loan C
C07829,2025-04-17,2025-04-21,139,99,North,0.8,Loan C
C07830,2024-11-22,2024-11-24,430,410,North,0.17,Credit Line
C07831,2025-01-19,2025-01-22,963,959,North,0.43,Loan A
C07832,2024-12-18,2024-12-20,931,925,West,0.72,Loan B
C07833,2024-12-26,2024-12-27,770,756,East,0.58,Loan B
C07834,2024-11-30,2024-12-01,530,494,West,0.92,Loan C
C07835,2025-04-10,2025-04-14,477,476,East,0.61,Loan B
C07836,2025-02-07,2025-02-09,784,749,South,0.82,Loan A
C07837,2024-12-10,2024-12-11,319,296,South,0.52,Loan C
C07838,2024-11-23,2024-11-26,76,43,East,0.23,Loan B
C07839,2025-03-12,2025-03-15,382,347,West,0.34,Loan A
C07840,2025-02-28,2025-02-28,937,908,East,0.82,Credit Line
C07841,2025-04-17,2025-04-22,973,959,West,0.73,Loan A
C07842,2025-04-13,2025-04-13,567,554,East,0.93,Loan B
C07843,2024-11-24,2024-11-29,168,166,South,0.33,Credit Line
C07844,2025-01-23,2025-01-24,86,75,North,0.65,Loan B
C07845,2025-03-11,2025-03-13,596,585,West,0.28,Credit Line
C07846,2024-11-26,2024-11-30,607,594,South,0.78,Credit Line
C07847,2024-12-03,2024-12-04,695,660,North,0.97,Loan C
C07848,2025-03-10,2025-03-11,847,807,East,0.87,Loan A
C07849,2024-12-05,2024-12-07,943,918,West,0.31,Credit Line
C07850,2025-04-06,2025-04-11,796,795,East,0.35,Loan C
C07851,2024-12-09,2024-12-12,260,233,North,0.63,Loan A
C07852,2024-11-28,2024-12-02,999,995,East,0.78,Credit Line
C07853,2024-12-02,2024-12-03,967,944,East,0.45,Loan B
C07854,2024-11-27,2024-11-28,429,382,East,0.79,Loan B
C07855,2025-03-30,2025-04-05,598,572,South,0.68,Loan A
C07856,2024-12-06,2024-12-07,797,751,South,0.69,Loan B
C07857,2025-03-30,2025-03-31,703,672,South,0.78,Credit Line
C07858,2025-02-16,2025-02-18,603,585,North,0.83,Loan C
C07859,2024-12-27,2024-12-29,823,787,West,0.39,Loan B
C07860,2024-11-18,2024-11-20,819,798,North,0.67,Loan C
C07861,2025-03-19,2025-03-20,521,493,North,0.8,Loan A
C07862,2024-11-08,2024-11-14,738,731,East,0.69,Loan B
C07863,2024-11-11,2024-11-13,339,328,North,0.79,Loan B
C07864,2025-04-15,2025-04-16,261,218,North,0.85,Loan B
C07865,2024-11-03,2024-11-04,272,244,North,0.7,Loan A
C07866,2025-02-27,2025-03-03,931,923,East,0.12,Loan C
C07867,2025-02-24,2025-02-26,450,438,West,0.14,Loan B
C07868,2025-01-22,2025-01-23,113,86,West,0.59,Credit Line
C07869,2025-02-15,2025-02-15,949,906,North,0.67,Loan A
C07870,2024-10-20,2024-10-21,92,86,North,0.8,Loan A
C07871,2025-03-16,2025-03-17,716,696,East,0.83,Loan C
C07872,2025-04-03,2025-04-05,370,347,South,0.38,Credit Line
C07873,2025-02-01,2025-02-05,328,314,East,0.79,Credit Line
C07874,2024-10-27,2024-10-28,635,607,North,0.83,Credit Line
C07875,2025-04-01,2025-04-04,266,238,North,0.92,Loan C
C07876,2025-01-20,2025-01-22,200,170,North,0.37,Credit Line
C07877,2024-12-30,2025-01-01,199,163,South,0.36,Loan C
C07878,2025-02-16,2025-02-20,657,648,South,0.5,Credit Line
C07879,2024-12-19,2024-12-20,502,495,East,0.37,Loan A
C07880,2025-01-22,2025-01-23,709,701,South,0.77,Loan A
C07881,2025-04-11,2025-04-13,634,630,West,0.63,Loan C
C07882,2025-04-08,2025-04-10,737,719,North,0.57,Loan A
C07883,2025-04-11,2025-04-14,766,759,West,0.5,Loan C
C07884,2025-02-07,2025-02-08,130,107,South,0.33,Loan A
C07885,2025-04-05,2025-04-08,364,364,North,0.45,Loan A
C07886,2024-12-11,2024-12-12,194,181,South,0.19,Loan C
C07887,2025-01-22,2025-01-23,746,725,East,0.57,Loan C
C07888,2024-11-23,2024-11-26,647,642,East,0.12,Loan A
C07889,2025-03-16,2025-03-18,898,874,West,0.59,Loan B
C07890,2025-04-14,2025-04-19,369,336,West,0.34,Loan B
C07891,2025-01-26,2025-01-26,863,860,West,0.29,Credit Line
C07892,2024-12-12,2024-12-18,161,144,North,0.51,Loan C
C07893,2025-01-04,2025-01-05,87,41,South,0.66,Loan C
C07894,2024-12-01,2024-12-03,437,434,West,0.64,Loan A
C07895,2025-03-13,2025-03-17,925,909,West,0.63,Loan A
C07896,2025-02-07,2025-02-10,81,53,West,0.89,Loan C
C07897,2024-11-12,2024-11-15,610,570,East,0.9,Credit Line
C07898,2024-10-29,2024-10-30,548,508,North,0.89,Credit Line
C07899,2025-01-29,2025-01-31,592,567,East,0.59,Loan B
C07900,2025-03-23,2025-03-27,627,622,South,0.36,Credit Line
C07901,2025-01-09,2025-01-09,82,55,South,0.19,Loan A
C07902,2025-01-19,2025-01-21,536,502,South,0.61,Loan A
C07903,2025-04-19,2025-04-21,632,612,South,0.26,Credit Line
C07904,2025-02-01,2025-02-02,70,23,East,0.4,Credit Line
C07905,2024-10-25,2024-10-26,811,809,North,0.92,Loan C
C07906,2025-01-24,2025-01-28,151,118,North,0.32,Loan B
C07907,2024-12-25,2024-12-28,270,239,South,0.58,Loan A
C07908,2025-01-03,2025-01-07,709,700,North,0.81,Loan A
C07909,2025-04-04,2025-04-06,547,501,North,0.18,Loan A
C07910,2025-03-01,2025-03-04,960,933,North,0.51,Loan B
C07911,2025-03-18,2025-03-20,969,969,East,0.67,Credit Line
C07912,2024-11-21,2024-11-24,59,48,East,0.59,Loan C
C07913,2025-01-15,2025-01-18,505,464,South,0.52,Loan C
C07914,2024-11-11,2024-11-11,796,771,West,0.98,Loan B
C07915,2025-03-03,2025-03-04,815,773,West,0.78,Loan B
C07916,2025-01-27,2025-01-30,774,773,West,0.28,Loan B
C07917,2025-01-16,2025-01-18,542,522,South,0.21,Loan C
C07918,2024-12-19,2024-12-20,103,97,South,0.24,Loan A
C07919,2025-03-01,2025-03-02,327,296,East,0.7,Loan C
C07920,2024-10-20,2024-10-21,383,362,East,0.82,Credit Line
C07921,2024-10-21,2024-10-23,932,924,South,0.32,Loan A
C07922,2025-02-26,2025-03-01,549,504,North,0.97,Credit Line
C07923,2024-11-28,2024-11-29,942,917,West,0.74,Loan B
C07924,2024-12-31,2024-12-31,548,543,South,0.57,Loan A
C07925,2025-02-08,2025-02-09,592,553,East,0.5,Credit Line
C07926,2024-11-07,2024-11-08,938,914,North,0.66,Loan B
C07927,2024-12-21,2024-12-22,654,608,South,0.87,Loan C
C07928,2024-12-28,2024-12-30,575,556,South,0.83,Loan C
C07929,2025-02-14,2025-02-15,67,62,West,0.15,Loan B
C07930,2025-04-04,2025-04-07,793,767,East,0.79,Loan B
C07931,2024-12-08,2024-12-08,110,105,East,0.3,Loan B
C07932,2024-11-24,2024-12-01,312,300,South,0.95,Credit Line
C07933,2025-02-02,2025-02-04,703,662,East,0.54,Loan B
C07934,2024-12-09,2024-12-10,485,456,East,0.24,Loan B
C07935,2024-12-04,2024-12-07,673,645,East,0.31,Loan B
C07936,2024-12-10,2024-12-11,737,691,West,0.13,Loan B
C07937,2025-01-18,2025-01-20,899,861,East,0.99,Loan B
C07938,2025-02-15,2025-02-15,376,375,North,0.48,Credit Line
C07939,2024-12-24,2024-12-27,420,412,North,0.35,Credit Line
C07940,2024-12-29,2024-12-31,305,299,West,0.55,Credit Line
C07941,2024-11-23,2024-11-27,783,752,East,0.57,Loan C
C07942,2025-01-23,2025-01-23,967,935,East,0.23,Loan A
C07943,2025-01-09,2025-01-12,115,91,East,0.41,Loan C
C07944,2024-11-28,2024-11-29,421,374,East,0.98,Loan A
C07945,2025-01-08,2025-01-10,474,436,South,0.74,Credit Line
C07946,2025-03-04,2025-03-05,296,250,South,0.53,Credit Line
C07947,2025-03-14,2025-03-16,708,685,East,0.99,Credit Line
C07948,2024-12-30,2025-01-02,419,398,South,0.33,Credit Line
C07949,2024-12-28,2024-12-31,92,44,East,0.99,Credit Line
C07950,2025-04-02,2025-04-06,168,132,West,0.38,Loan A
C07951,2025-01-04,2025-01-05,726,722,West,0.77,Loan B
C07952,2024-12-12,2024-12-14,329,311,North,0.46,Loan A
C07953,2025-01-14,2025-01-16,511,497,West,0.85,Loan A
C07954,2024-11-22,2024-11-24,847,821,East,0.75,Credit Line
C07955,2025-02-06,2025-02-07,749,733,West,0.71,Loan B
C07956,2024-11-13,2024-11-16,743,743,South,0.96,Loan B
C07957,2025-02-07,2025-02-09,497,464,East,0.22,Loan C
C07958,2025-03-01,2025-03-04,552,522,West,0.18,Credit Line
C07959,2024-12-02,2024-12-03,53,10,East,0.96,Loan B
C07960,2025-03-26,2025-03-26,627,578,North,0.86,Credit Line
C07961,2024-11-07,2024-11-08,79,60,South,0.45,Loan C
C07962,2025-03-07,2025-03-07,763,746,West,0.24,Loan A
C07963,2024-12-10,2024-12-13,464,433,South,0.49,Loan B
C07964,2025-03-24,2025-03-27,923,907,South,0.42,Loan A
C07965,2024-12-03,2024-12-04,305,269,West,0.7,Loan A
C07966,2025-02-03,2025-02-04,673,627,East,0.72,Loan C
C07967,2025-01-10,2025-01-11,526,483,South,0.62,Loan A
C07968,2025-04-03,2025-04-04,802,795,South,0.16,Credit Line
C07969,2024-12-31,2025-01-02,745,711,South,0.6,Loan A
C07970,2024-11-26,2024-11-26,456,429,West,0.27,Loan A
C07971,2024-11-16,2024-11-17,746,728,East,0.43,Credit Line
C07972,2025-03-23,2025-03-27,224,182,North,0.17,Loan A
C07973,2025-03-11,2025-03-12,315,296,East,0.62,Loan C
C07974,2024-11-17,2024-11-21,277,245,West,0.92,Loan C
C07975,2025-01-18,2025-01-19,516,468,South,0.53,Loan B
C07976,2025-03-24,2025-03-25,133,126,North,0.54,Loan A
C07977,2024-10-20,2024-10-21,980,949,East,0.53,Loan B
C07978,2024-11-22,2024-11-23,667,633,West,0.62,Loan C
C07979,2025-01-08,2025-01-09,94,73,South,0.15,Loan B
C07980,2025-01-24,2025-01-24,391,356,South,0.55,Loan C
C07981,2024-11-14,2024-11-16,164,127,West,0.65,Loan C
C07982,2025-04-10,2025-04-10,436,413,West,0.15,Loan A
C07983,2025-04-01,2025-04-04,817,784,North,0.99,Loan B
C07984,2025-02-18,2025-02-19,831,798,North,0.45,Loan A
C07985,2025-01-27,2025-01-31,50,43,East,0.57,Loan B
C07986,2025-01-30,2025-01-31,93,69,East,0.5,Credit Line
C07987,2025-03-07,2025-03-09,52,36,East,0.47,Loan A
C07988,2024-12-19,2024-12-23,455,408,East,0.33,Loan B
C07989,2025-03-20,2025-03-20,668,630,North,0.85,Loan C
C07990,2025-01-21,2025-01-23,801,775,South,0.44,Credit Line
C07991,2024-12-16,2024-12-18,778,748,East,0.58,Loan A
C07992,2024-12-06,2024-12-07,532,511,North,0.84,Loan C
C07993,2025-02-05,2025-02-08,635,633,North,0.82,Loan B
C07994,2025-04-03,2025-04-06,971,968,West,0.42,Loan A
C07995,2025-02-06,2025-02-08,379,356,South,0.75,Credit Line
C07996,2024-10-28,2024-11-01,719,702,West,0.9,Loan B
C07997,2025-01-04,2025-01-05,339,304,North,0.83,Loan C
C07998,2024-11-07,2024-11-09,63,29,North,0.59,Credit Line
C07999,2025-03-02,2025-03-06,768,753,North,0.26,Credit Line
C08000,2024-11-19,2024-11-20,623,604,West,0.77,Loan B
C08001,2024-10-30,2024-11-01,709,700,South,0.11,Credit Line
C08002,2024-11-29,2024-11-29,210,208,West,0.73,Loan A
C08003,2025-03-26,2025-03-26,583,537,South,0.34,Credit Line
C08004,2024-12-07,2024-12-09,630,620,East,0.99,Credit Line
C08005,2025-01-19,2025-01-22,156,112,East,0.35,Loan A
C08006,2025-03-30,2025-03-30,730,703,West,0.43,Loan C
C08007,2025-02-18,2025-02-23,648,602,North,0.26,Loan C
C08008,2024-11-06,2024-11-07,131,103,South,0.52,Loan B
C08009,2025-01-14,2025-01-19,289,247,South,0.31,Credit Line
C08010,2025-03-12,2025-03-14,151,141,South,0.35,Loan A
C08011,2024-12-22,2024-12-27,957,941,South,0.11,Credit Line
C08012,2024-12-08,2024-12-10,100,85,East,0.25,Loan C
C08013,2024-12-28,2024-12-30,921,909,South,0.41,Loan C
C08014,2024-12-27,2025-01-01,382,372,East,0.21,Loan C
C08015,2025-02-04,2025-02-04,438,402,North,0.58,Loan A
C08016,2025-02-04,2025-02-08,262,235,North,0.93,Loan A
C08017,2025-04-17,2025-04-19,528,516,West,0.7,Credit Line
C08018,2025-03-25,2025-03-29,769,758,North,0.12,Loan A
C08019,2024-12-08,2024-12-09,781,761,East,0.61,Credit Line
C08020,2024-12-24,2024-12-28,269,265,West,0.78,Credit Line
C08021,2024-10-22,2024-10-25,513,483,North,0.76,Loan B
C08022,2025-01-06,2025-01-12,162,149,East,0.15,Credit Line
C08023,2024-11-11,2024-11-12,929,923,North,0.56,Loan B
C08024,2024-12-26,2024-12-28,760,747,East,0.15,Loan C
C08025,2025-04-05,2025-04-06,911,898,West,0.68,Credit Line
C08026,2025-02-27,2025-02-28,855,817,West,0.59,Loan B
C08027,2025-02-13,2025-02-16,625,597,West,0.58,Credit Line
C08028,2024-11-26,2024-11-29,300,284,South,0.76,Credit Line
C08029,2025-02-08,2025-02-09,880,841,South,0.94,Loan A
C08030,2025-02-07,2025-02-09,593,592,South,0.17,Loan C
C08031,2025-02-22,2025-02-25,637,624,South,0.29,Loan A
C08032,2025-02-22,2025-02-27,700,699,West,0.63,Loan B
C08033,2025-01-31,2025-01-31,285,280,West,0.12,Loan B
C08034,2024-11-21,2024-11-22,457,410,West,0.22,Credit Line
C08035,2025-03-19,2025-03-21,468,441,West,0.3,Loan B
C08036,2024-12-13,2024-12-18,767,757,East,0.25,Loan A
